ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,FitValue,Word,Category
104,116,116,112,97,109,101,120,97,112,112,113,0.01618293523989799,httpamexappqqaorbitznetomppaymentvalidatenstatuscode,credit_data_error
110,115,116,97,116,117,115,109,101,115,115,97,0.016174632945331734,nstatusmessage,credit_data_error
105,110,116,101,114,110,97,108,0,0,0,0,0.01616800684874591,internal,credit_data_error
115,101,114,118,101,114,0,0,0,0,0,0,0.016162360340591243,server,credit_data_error
101,114,114,111,114,110,115,101,114,118,101,114,0.016154082209688555,errornserver,credit_data_error
97,112,97,99,104,101,99,111,121,111,116,101,0.016146420168931516,apachecoyote,credit_data_error
99,97,117,115,101,100,0,0,0,0,0,0,0.01614114730618799,caused,credit_data_error
99,111,109,111,114,98,105,116,122,108,97,112,0.016209907666431784,comorbitzlapsanghttpclienthttpinvocationresponseexception,credit_data_error
102,97,105,108,101,100,0,0,0,0,0,0,0.016204798157507517,failed,credit_data_error
108,97,112,115,97,110,103,0,0,0,0,0,0.01619885512730826,lapsang,credit_data_error
115,101,114,118,105,99,101,0,0,0,0,0,0.01619280388854624,service,credit_data_error
105,110,118,111,99,97,116,105,111,110,0,0,0.016185349851853225,invocation,credit_data_error
114,101,113,117,101,115,116,117,114,108,0,0,0.016177555043965605,requesturl,credit_data_error
104,116,116,112,97,109,101,120,97,112,112,113,0.01622906282075905,httpamexappqqaorbitznetomppaymentvalidatenstatuscode,credit_data_error
112,111,115,116,97,108,0,0,0,0,0,0,0.01622350376739955,postal,credit_data_error
99,111,100,101,0,0,0,0,0,0,0,0,0.016219761908393453,code,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,0.016213203605498824,provided,credit_data_error
115,112,101,99,105,102,105,101,100,0,0,0,0.016206499914620143,specified,credit_data_error
99,111,117,110,116,114,121,0,0,0,0,0,0.016200129306434042,country,credit_data_error
115,116,97,116,101,0,0,0,0,0,0,0,0.016195353934871873,state,credit_data_error
112,114,111,118,105,110,99,101,0,0,0,0,0.016188729623027594,province,credit_data_error
114,101,113,117,105,114,101,100,0,0,0,0,0.016182163875515482,required,credit_data_error
115,112,101,99,105,102,105,101,100,0,0,0,0.01617549567187418,specified,credit_data_error
99,111,117,110,116,114,121,0,0,0,0,0,0.016169156684760357,country,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.016165455777500937,card,credit_data_error
115,101,99,117,114,105,116,121,0,0,0,0,0.016158680213253136,security,credit_data_error
99,111,100,101,0,0,0,0,0,0,0,0,0.016154974845399406,code,credit_data_error
101,110,116,101,114,101,100,0,0,0,0,0,0.01614911526317153,entered,credit_data_error
118,97,108,105,100,97,116,101,0,0,0,0,0.016142826557736724,validate,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.016137586345782107,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.01613390278507089,card,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.016128679778080884,please,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.01612273274159497,correct,credit_data_error
114,101,115,117,98,109,105,116,0,0,0,0,0.016116135830658514,resubmit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.01611246401503099,card,credit_data_error
116,121,112,101,0,0,0,0,0,0,0,0,0.016108388223266865,type,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,0.0161019483364727,provided,credit_data_error
97,99,99,101,112,116,101,100,0,0,0,0,0.016095880024439093,accepted,credit_data_error
112,114,111,112,101,114,116,121,0,0,0,0,0.016089049012739616,property,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.01608385251883809,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.016080198441053718,card,credit_data_error
117,115,101,100,0,0,0,0,0,0,0,0,0.01607631393107469,used,credit_data_error
108,105,115,116,101,100,0,0,0,0,0,0,0.016071026408027225,listed,credit_data_error
114,101,99,111,114,100,0,0,0,0,0,0,0.01606580368128971,record,credit_data_error
118,97,108,105,100,0,0,0,0,0,0,0,0.016061296007149277,valid,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.016057653818596137,card,credit_data_error
116,121,112,101,115,0,0,0,0,0,0,0,0.016052778967689252,types,credit_data_error
112,114,111,112,101,114,116,121,0,0,0,0,0.01604599441868862,property,credit_data_error
107,110,111,119,110,0,0,0,0,0,0,0,0.016041208586354497,known,credit_data_error
98,111,111,107,101,100,0,0,0,0,0,0,0.016036120059454723,booked,credit_data_error
115,117,98,109,105,116,116,105,110,103,0,0,0.01602880064696924,submitting,credit_data_error
114,101,115,101,114,118,97,116,105,111,110,0,0.016021222100256128,reservation,credit_data_error
117,115,101,114,0,0,0,0,0,0,0,0,0.016017231805869243,user,credit_data_error
109,117,115,116,0,0,0,0,0,0,0,0,0.01601314364049962,must,credit_data_error
115,101,108,101,99,116,0,0,0,0,0,0,0.01600795826410364,select,credit_data_error
97,110,111,116,104,101,114,0,0,0,0,0,0.016002134779670503,another,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.015998525143739166,card,credit_data_error
116,121,112,101,0,0,0,0,0,0,0,0,0.015994517972336423,type,credit_data_error
119,105,108,108,0,0,0,0,0,0,0,0,0.01599061284247024,will,credit_data_error
97,99,99,101,112,116,101,100,0,0,0,0,0.01598465469955284,accepted,credit_data_error
112,114,111,112,101,114,116,121,0,0,0,0,0.01597794565022243,property,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.015972838356816555,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.01596924443658098,card,credit_data_error
116,121,112,101,0,0,0,0,0,0,0,0,0.01596525460833583,type,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,0.015959569612404644,invalid,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.015954486621032982,please,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.01594870235123035,correct,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.01594135035153492,information,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.015938115758763933,try,credit_data_error
115,112,101,99,105,102,105,101,100,0,0,0,0.015931718041155483,specified,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.01592664833288844,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.01592307978749814,card,credit_data_error
101,120,112,105,114,97,116,105,111,110,0,0,0.015915933739815463,expiration,credit_data_error
100,97,116,101,0,0,0,0,0,0,0,0,0.015912331773919028,date,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,0.015906696382089434,invalid,credit_data_error
115,112,101,99,105,102,105,101,100,0,0,0,0.015900333732226345,specified,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.0158952896502576,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.01589173841374226,card,credit_data_error
101,120,112,105,114,97,116,105,111,110,0,0,0.015884632229043107,expiration,credit_data_error
100,97,116,101,0,0,0,0,0,0,0,0,0.01588104770633351,date,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,0.01587544142799833,invalid,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.015870427182486355,please,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015864722764859812,correct,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.015857484143750166,information,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.015854290456533946,try,credit_data_error
115,112,101,99,105,102,105,101,100,0,0,0,0.01584798628540419,specified,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.01584298496238284,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.015839462615742525,card,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,0.015834331285682957,number,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,0.015828768148112116,invalid,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.01582379157765029,please,credit_data_error
99,104,101,99,107,0,0,0,0,0,0,0,0.01581962588242388,check,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,0.015814510474456596,number,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,0.015808377711973964,provided,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.015805207145104826,try,credit_data_error
114,101,113,117,101,115,116,0,0,0,0,0,0.01579934011078423,request,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,0.015796610273591888,can,credit_data_error
112,114,111,99,101,115,115,101,100,0,0,0,0.015790096880346053,processed,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.015785150792418746,please,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,0.0157799472282568,verify,credit_data_error
98,105,108,108,105,110,103,0,0,0,0,0,0.015774491081472945,billing,credit_data_error
97,100,100,114,101,115,115,0,0,0,0,0,0.015768991547873427,address,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015763381151268706,correct,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.01576023176946507,try,credit_data_error
114,101,115,101,114,118,97,116,105,111,110,0,0.015753014923473446,reservation,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,0.015750304372564257,can,credit_data_error
112,114,111,99,101,115,115,101,100,0,0,0,0.015743843695849163,processed,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,0.01573867501477564,verify,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,0.015733625857472074,number,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.01572871518233224,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.0157252540399418,card,credit_data_error
101,120,112,105,114,97,116,105,111,110,0,0,0.015718355457605113,expiration,credit_data_error
100,97,116,101,0,0,0,0,0,0,0,0,0.01571486173077181,date,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015709301673320766,correct,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.01570617814821972,try,credit_data_error
114,101,115,101,114,118,97,116,105,111,110,0,0.015699033591306283,reservation,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,0.015696345384241066,can,credit_data_error
112,114,111,99,101,115,115,101,100,0,0,0,0.015689945761172646,processed,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,0.015684822156512006,verify,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,0.01567981710576811,number,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.01567494941831057,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.015671517327812877,card,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015665997176232727,correct,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.01566289414527275,try,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,0.01565821510497561,sorry,credit_data_error
117,110,97,98,108,101,0,0,0,0,0,0,0.015653401797175868,unable,credit_data_error
112,114,111,99,101,115,115,0,0,0,0,0,0.015647774261808158,process,credit_data_error
114,101,113,117,101,115,116,0,0,0,0,0,0.015642057110147236,request,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.01563864206908718,card,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,0.015633673254198916,number,credit_data_error
101,110,116,101,114,101,100,0,0,0,0,0,0.015628290946138875,entered,credit_data_error
109,97,121,0,0,0,0,0,0,0,0,0,0.015625432246202595,may,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015619953123827189,correct,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.01561514081055471,please,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,0.015610077257278896,verify,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.015606678772728345,card,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,0.015601735045328543,number,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015596277007105225,correct,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.015593205800645256,try,credit_data_error
101,114,114,111,114,115,114,101,115,105,110,102,0.015599862077113844,errorsresinfoccinvalidcardnumber,credit_data_error
109,115,116,101,114,114,116,114,97,118,99,99,0.015598964194542705,msterrtravccinvalidaccount,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,0.01559435040008374,sorry,credit_data_error
115,121,115,116,101,109,0,0,0,0,0,0,0.01558917444499367,system,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,0.0155865408895783,can,credit_data_error
97,117,116,104,101,110,116,105,99,97,116,101,0.01557971906936395,authenticate,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.01557288130302108,information,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,0.015567020082923815,provided,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.01556019978654259,information,credit_data_error
109,105,115,109,97,116,99,104,0,0,0,0,0.015554417565505678,mismatch,credit_data_error
111,99,99,117,114,114,101,100,0,0,0,0,0.015548631946661524,occurred,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.015543897066263983,please,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,0.015538914665211064,verify,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.015534177845291937,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.015530834792314287,card,credit_data_error
98,105,108,108,105,110,103,0,0,0,0,0,0.01552562350304861,billing,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.01551885698990773,information,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015513499471487183,correct,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.015510481168287996,try,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,0.0155059339777825,sorry,credit_data_error
115,121,115,116,101,109,0,0,0,0,0,0,0.015500834370952317,system,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,0.015498237612434601,can,credit_data_error
97,117,116,104,101,110,116,105,99,97,116,101,0.015491536617436514,authenticate,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.015484814948942395,information,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,0.015479044785857887,provided,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.01547234016225455,information,credit_data_error
109,105,115,109,97,116,99,104,0,0,0,0,0.015466647797915678,mismatch,credit_data_error
111,99,99,117,114,114,101,100,0,0,0,0,0.015460952023239561,occurred,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.015456287181826931,please,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,0.015451378104840843,verify,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.015446711283181902,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.015443415620764065,card,credit_data_error
98,105,108,108,105,110,103,0,0,0,0,0,0.01543828323125065,billing,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.015431631113600864,information,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015426354338439589,correct,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.015423377685098518,try,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,0.015418895590712989,sorry,credit_data_error
115,121,115,116,101,109,0,0,0,0,0,0,0.015413870590408177,system,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,0.015411309806354013,can,credit_data_error
97,117,116,104,101,110,116,105,99,97,116,101,0.015404726715505806,authenticate,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.015398118373780398,information,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,0.015392437155474486,provided,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.015385845446957615,information,credit_data_error
109,105,115,109,97,116,99,104,0,0,0,0,0.015380240856378234,mismatch,credit_data_error
111,99,99,117,114,114,101,100,0,0,0,0,0.015374632844421565,occurred,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.015370036446890873,please,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,0.015365199027518676,verify,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.015360600611284317,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.015357351277598465,card,credit_data_error
98,105,108,108,105,110,103,0,0,0,0,0,0.015352295977830152,billing,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,0.015345755537700125,information,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015340557657799615,correct,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.01533762173175192,try,credit_data_error
101,114,114,111,114,115,114,101,115,105,110,102,0.015331001101712236,errorsresinfocc,credit_data_error
109,115,116,101,114,114,116,114,97,118,99,99,0.015325731446939304,msterrtravccdecline,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,0.015321326480651338,sorry,credit_data_error
117,110,97,98,108,101,0,0,0,0,0,0,0.015316802712236365,unable,credit_data_error
112,114,111,99,101,115,115,0,0,0,0,0,0.015311519188100866,process,credit_data_error
114,101,113,117,101,115,116,0,0,0,0,0,0.015306150773897716,request,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.015301611498257841,please,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,0.015296833900467266,verify,credit_data_error
98,105,108,108,105,110,103,0,0,0,0,0,0.015291836441037845,billing,credit_data_error
97,100,100,114,101,115,115,0,0,0,0,0,0.015286798599596344,address,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015281657956961472,correct,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.015278751762374896,try,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,0.015274379630430058,sorry,credit_data_error
117,110,97,98,108,101,0,0,0,0,0,0,0.01526989066810691,unable,credit_data_error
112,114,111,99,101,115,115,0,0,0,0,0,0.015264648584545027,process,credit_data_error
114,101,113,117,101,115,116,0,0,0,0,0,0.015259322175287988,request,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.015254817759889624,please,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,0.015250076653411165,verify,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.015245570169023786,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.015242383163060518,card,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,0.015237758035136105,number,credit_data_error
101,120,112,105,114,97,116,105,111,110,0,0,0.01523148765145065,expiration,credit_data_error
100,97,116,101,0,0,0,0,0,0,0,0,0.015228272550449087,date,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015223182532726712,correct,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,0.015220302380833321,try,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,0.015215971001974549,sorry,credit_data_error
117,110,97,98,108,101,0,0,0,0,0,0,0.015211525231490091,unable,credit_data_error
112,114,111,99,101,115,115,0,0,0,0,0,0.015206334566738937,process,credit_data_error
